epoch,time,reward
67,558.8095026016235,-21.0
68,567.0075347423553,-21.0
69,575.1772270202637,-21.0
70,583.2277836799622,-21.0
71,591.3751094341278,-21.0
72,599.514347076416,-21.0
73,607.5994935035706,-21.0
74,615.7460153102875,-21.0
75,623.9234471321106,-21.0
76,632.0506792068481,-21.0
77,640.1806743144989,-21.0
78,648.283951997757,-21.0
79,656.3698279857635,-21.0
80,664.5526518821716,-21.0
81,672.701229095459,-21.0
82,680.7957119941711,-21.0
83,689.0835084915161,-21.0
84,697.2499845027924,-21.0
85,705.3104898929596,-21.0
86,713.4069757461548,-21.0
87,720.9150867462158,-21.0
88,728.3271453380585,-21.0
89,736.3860926628113,-21.0
90,744.5834302902222,-21.0
91,752.7952809333801,-21.0
92,760.9024841785431,-21.0
93,768.9687278270721,-21.0
94,777.019345998764,-21.0
95,785.9268040657043,-20.4
96,794.7532751560211,-21.0
97,802.7495195865631,-21.0
98,810.8372421264648,-21.0
99,818.9922571182251,-21.0
100,827.1201026439667,-21.0
101,835.1342666149139,-21.0
102,843.1184375286102,-21.0
103,851.3120865821838,-21.0
104,859.4422671794891,-21.0
105,867.6013367176056,-21.0
106,875.7266027927399,-21.0
107,885.0667967796326,-21.0
108,893.8245368003845,-21.0
109,902.1064121723175,-21.0
110,910.2367911338806,-21.0
111,918.4280660152435,-21.0
112,926.141482591629,-21.0
113,933.5454559326172,-21.0
114,942.3172421455383,-21.0
115,950.5199248790741,-21.0
116,958.7131991386414,-21.0
117,966.9472196102142,-21.0
118,975.1967301368713,-21.0
119,983.4083502292633,-21.0
120,991.6309373378754,-21.0
121,999.9476375579834,-21.0
122,1008.1677711009979,-21.0
123,1016.4637320041656,-21.0
124,1024.6991443634033,-21.0
125,1032.8307375907898,-21.0
126,1042.067892074585,-21.0
127,1050.2982437610626,-21.0
128,1058.4209756851196,-21.0
129,1066.5351705551147,-21.0
130,1074.7883803844452,-21.0
131,1082.9897692203522,-21.0
132,1091.180020570755,-21.0
133,1099.3800418376923,-21.0
134,1107.6669363975525,-21.0
135,1115.9426205158234,-21.0
136,1125.1765503883362,-21.0
137,1133.0852403640747,-21.0
138,1140.5074167251587,-21.0
139,1148.290272951126,-21.0
140,1156.8074400424957,-21.0
141,1165.4429626464844,-21.0
142,1173.6671056747437,-21.0
143,1182.0231127738953,-21.0
144,1190.2704410552979,-21.0
145,1198.658388376236,-20.8
146,1206.8644003868103,-21.0
147,1214.9932169914246,-21.0
148,1223.2201781272888,-21.0
149,1231.4285297393799,-21.0
150,1239.6377921104431,-21.0
151,1247.8356919288635,-21.0
152,1255.966022014618,-21.0
153,1264.1146342754364,-21.0
154,1272.364001274109,-21.0
155,1280.7290177345276,-21.0
156,1289.0115444660187,-21.0
157,1297.2480263710022,-21.0
158,1305.5202369689941,-21.0
159,1313.6656863689423,-21.0
160,1321.9688384532928,-21.0
161,1330.275800228119,-21.0
162,1338.4543452262878,-21.0
163,1346.1954412460327,-20.8
164,1353.8184084892273,-21.0
165,1362.159928560257,-21.0
166,1370.9700486660004,-20.4
167,1379.7273092269897,-21.0
168,1388.5667581558228,-20.6
169,1396.8310420513153,-21.0
170,1405.606243133545,-21.0
171,1413.841369152069,-21.0
172,1422.1096777915955,-21.0
173,1430.3060848712921,-21.0
174,1438.5932018756866,-21.0
175,1446.9034428596497,-21.0
176,1455.6701638698578,-21.0
177,1465.4571647644043,-21.0
178,1473.9665169715881,-21.0
179,1483.9728322029114,-20.8
180,1492.28533577919,-21.0
181,1501.7365159988403,-21.0
182,1510.0238530635834,-21.0
183,1518.3364946842194,-21.0
184,1526.4928855895996,-21.0
185,1534.5724251270294,-21.0
186,1542.5311675071716,-21.0
187,1550.189867734909,-21.0
188,1558.0936272144318,-21.0
189,1566.1216371059418,-21.0
190,1574.2858064174652,-21.0
191,1582.3876571655273,-21.0
192,1591.8008415699005,-20.2
193,1600.4323267936707,-21.0
194,1608.5017750263214,-21.0
195,1616.5743265151978,-21.0
196,1624.6693885326385,-21.0
197,1632.841896533966,-21.0
198,1640.9330894947052,-21.0
199,1649.182383775711,-21.0
200,1657.4335465431213,-21.0
201,1665.6339137554169,-21.0
202,1673.849732875824,-21.0
203,1682.1694526672363,-21.0
204,1690.3298788070679,-21.0
205,1698.5995886325836,-21.0
206,1706.7094340324402,-21.0
207,1714.9773230552673,-21.0
208,1723.1031603813171,-21.0
209,1731.3130366802216,-21.0
210,1739.5702755451202,-21.0
211,1747.7446329593658,-21.0
212,1755.4395635128021,-21.0
213,1762.887710094452,-21.0
214,1770.9410893917084,-21.0
215,1779.049149274826,-21.0
216,1787.3835561275482,-21.0
217,1795.6450381278992,-21.0
218,1803.8961863517761,-21.0
219,1812.0329146385193,-21.0
220,1820.286185503006,-21.0
221,1828.429743051529,-21.0
222,1836.6246221065521,-21.0
223,1845.5820941925049,-21.0
224,1853.7387034893036,-21.0
225,1861.7688057422638,-21.0
226,1870.4666004180908,-21.0
227,1878.7991750240326,-21.0
228,1886.9572734832764,-21.0
229,1894.9207606315613,-21.0
230,1903.0156464576721,-21.0
231,1911.733924627304,-21.0
232,1919.761509180069,-21.0
233,1927.804522037506,-21.0
234,1936.0448048114777,-21.0
235,1944.0468521118164,-21.0
236,1952.640385389328,-21.0
237,1960.3569917678833,-21.0
238,1967.653725385666,-21.0
239,1975.4737985134125,-21.0
240,1983.5528001785278,-21.0
241,1991.6114361286163,-21.0
242,1999.6599066257477,-21.0
243,2007.888159751892,-21.0
244,2015.9306313991547,-21.0
245,2024.286817073822,-21.0
246,2035.729900598526,-20.8
247,2045.5587146282196,-21.0
248,2053.6044285297394,-21.0
249,2063.1621432304382,-20.2
250,2071.1799132823944,-21.0
251,2079.106556892395,-21.0
252,2087.1469230651855,-21.0
253,2095.148000240326,-21.0
254,2103.122848033905,-21.0
255,2111.0802371501923,-21.0
256,2119.1433415412903,-21.0
257,2127.869311094284,-20.6
258,2135.999579191208,-21.0
259,2144.035896062851,-21.0
260,2152.142007827759,-21.0
261,2160.1326048374176,-21.0
262,2167.7633862495422,-21.0
263,2175.1353838443756,-21.0
264,2182.835073709488,-21.0
265,2190.8789966106415,-21.0
266,2198.8543474674225,-21.0
267,2207.5962142944336,-21.0
268,2216.8859407901764,-21.0
269,2226.4244344234467,-21.0
270,2235.013518810272,-21.0
271,2243.4055292606354,-21.0
272,2251.67139339447,-21.0
273,2259.942416906357,-21.0
274,2268.2757296562195,-21.0
275,2276.539383649826,-21.0
276,2285.1324672698975,-21.0
277,2296.2799825668335,-20.4
278,2308.745859861374,-20.6
279,2317.673716068268,-21.0
280,2326.177745819092,-21.0
281,2334.451415538788,-21.0
282,2342.667225599289,-21.0
283,2351.0247259140015,-21.0
284,2359.199540615082,-21.0
285,2367.4653816223145,-21.0
286,2375.233249902725,-21.0
287,2385.7591817379,-21.0
288,2393.5244941711426,-21.0
289,2402.8906536102295,-21.0
290,2411.150734424591,-21.0
291,2422.5933089256287,-21.0
292,2433.0837020874023,-21.0
293,2447.524154186249,-21.0
294,2455.7173199653625,-21.0
295,2465.248550891876,-21.0
296,2473.3749661445618,-21.0
297,2481.4276871681213,-21.0
298,2489.6267535686493,-21.0
299,2497.8302013874054,-21.0
300,2507.483428478241,-21.0
301,2515.7917528152466,-21.0
302,2524.024376630783,-21.0
303,2532.4608204364777,-21.0
304,2540.7316534519196,-21.0
305,2548.9384157657623,-21.0
306,2558.022808790207,-21.0
307,2566.2228212356567,-21.0
308,2574.3794770240784,-21.0
309,2582.2303125858307,-21.0
310,2589.608959913254,-21.0
311,2597.744057893753,-21.0
312,2605.91251540184,-21.0
313,2615.09534907341,-21.0
314,2623.3415656089783,-21.0
315,2631.5916681289673,-21.0
316,2640.1130170822144,-21.0
317,2648.393025159836,-21.0
318,2656.5176877975464,-21.0
319,2664.6664571762085,-21.0
320,2672.7185339927673,-21.0
321,2681.23286652565,-21.0
322,2689.360331296921,-21.0
323,2697.587187767029,-21.0
324,2705.834042072296,-21.0
325,2714.098845720291,-21.0
326,2722.238585948944,-21.0
327,2730.379433631897,-21.0
328,2738.7047939300537,-21.0
329,2746.9562454223633,-21.0
330,2755.2974536418915,-21.0
331,2763.532981157303,-21.0
332,2773.0499351024628,-21.0
333,2781.4523944854736,-21.0
334,2789.900987625122,-21.0
335,2797.263846874237,-21.0
336,2805.235396385193,-21.0
337,2813.4688165187836,-21.0
338,2821.760021209717,-21.0
339,2830.007465362549,-21.0
340,2838.146444797516,-21.0
341,2847.607500553131,-20.6
342,2857.6452293395996,-21.0
343,2866.0406606197357,-21.0
344,2874.369891166687,-21.0
345,2882.623550415039,-21.0
346,2890.814519405365,-21.0
347,2899.08038687706,-21.0
348,2907.315362930298,-21.0
349,2915.5857355594635,-21.0
350,2923.7193269729614,-21.0
351,2931.987105846405,-21.0
352,2940.21631526947,-21.0
353,2948.417560338974,-21.0
354,2956.6223027706146,-21.0
355,2964.7826733589172,-21.0
356,2972.973660469055,-21.0
357,2981.2451055049896,-21.0
358,2989.4508974552155,-21.0
359,2997.3800196647644,-21.0
360,3004.789826631546,-21.0
361,3012.5800688266754,-21.0
362,3020.8757939338684,-21.0
363,3029.2141284942627,-21.0
364,3037.44734954834,-21.0
365,3045.624011516571,-21.0
366,3053.7842452526093,-21.0
367,3062.0093750953674,-21.0
368,3070.138671875,-21.0
369,3078.3687920570374,-20.8
370,3086.6745336055756,-20.6
371,3095.033901453018,-20.6
372,3103.117961883545,-21.0
373,3111.2451050281525,-21.0
374,3119.4264113903046,-20.8
375,3127.582980155945,-21.0
376,3135.6677906513214,-21.0
377,3143.764994621277,-21.0
378,3151.815086364746,-21.0
379,3159.896167039871,-21.0
380,3168.7296555042267,-20.8
381,3176.840127468109,-21.0
382,3189.0616891384125,-20.8
383,3197.3105177879333,-21.0
384,3205.135302066803,-21.0
385,3212.4803791046143,-21.0
386,3220.163347005844,-21.0
387,3230.284927845001,-21.0
388,3238.270835876465,-21.0
389,3246.292078971863,-21.0
390,3255.8165419101715,-20.8
391,3263.808733224869,-21.0
392,3276.024082183838,-20.2
393,3284.0691702365875,-21.0
394,3292.0594804286957,-21.0
395,3300.1075155735016,-21.0
396,3320.9532742500305,-21.0
397,3332.981346845627,-21.0
398,3341.048088788986,-21.0
399,3349.325706720352,-20.8
400,3359.322827100754,-20.6
401,3368.8358449935913,-20.8
402,3377.704225540161,-20.8
403,3388.0209901332855,-21.0
404,3396.1745393276215,-21.0
405,3404.231470346451,-21.0
406,3411.9990706443787,-21.0
407,3419.7007551193237,-21.0
408,3427.007221221924,-21.0
409,3435.0160760879517,-21.0
410,3443.6106929779053,-21.0
411,3451.7556834220886,-21.0
412,3468.1285331249237,-19.8
413,3476.4786002635956,-21.0
414,3485.3322401046753,-21.0
415,3494.084424495697,-21.0
416,3502.2200763225555,-21.0
417,3510.367521047592,-21.0
418,3518.41672039032,-21.0
419,3526.524731397629,-21.0
420,3534.663514852524,-21.0
421,3542.8214066028595,-21.0
422,3555.0222795009613,-20.4
423,3570.9624841213226,-21.0
424,3582.9498751163483,-20.6
425,3600.541685819626,-19.8
426,3617.155615091324,-20.6
427,3636.697105407715,-8.2
428,3650.496750831604,-19.2
429,3664.971999645233,-20.6
430,3681.099613904953,-19.8
431,3696.0984723567963,-20.4
432,3712.382779598236,-20.2
433,3729.9370214939117,-19.4
434,3746.772912502289,-19.6
435,3761.7130665779114,-20.4
436,3776.5570719242096,-20.6
437,3793.395243167877,-19.6
438,3809.668130159378,-20.2
439,3824.17950296402,-20.2
440,3838.837212085724,-20.4
441,3857.4048199653625,-12.2
442,3875.5944595336914,-2.6
443,3891.7287318706512,3.0
444,4024.700125694275,2.8
445,4041.9646797180176,-9.4
446,4058.78293800354,-15.0
447,4074.1765429973602,-0.6
448,4091.371884584427,-15.4
449,4107.20959186554,-19.6
450,4236.605329036713,-9.0
451,4287.939162731171,-16.2
452,4416.367141962051,-8.4
453,4470.105534315109,-16.2
454,4559.319097042084,-12.6
455,4573.716105937958,-20.6
456,4777.037066459656,-1.0
457,4870.631586790085,-11.8
458,4998.884640216827,-8.0
459,5052.4269490242,-16.4
460,5069.463221549988,-18.4
461,5088.288236141205,-4.2
462,5178.169775009155,-8.0
463,5232.900144338608,-6.2
464,5286.587737083435,-15.2
465,5341.080000638962,-11.4
466,5392.918171167374,-16.4
467,5482.04350566864,-12.8
468,5498.50066947937,-19.8
469,5514.833789587021,-19.6
470,5566.1761248111725,-14.6
471,5619.519711494446,-14.6
472,5713.03427195549,-5.4
473,5803.959157466888,-0.6
474,5896.358914852142,-9.8
475,5985.925042152405,10.4
476,6040.402436256409,-2.2
477,6095.293509721756,-0.6
478,6184.672596216202,-11.6
479,6237.661877155304,-16.2
480,6291.327493906021,-15.6
481,6347.2524671554565,-10.6
482,6399.400021314621,-16.4
483,6452.626660585403,-16.6
484,6506.188591003418,-16.6
485,6595.948322534561,-13.0
486,6647.341803312302,-16.2
487,6701.834538459778,-17.0
488,6718.061812639236,-20.2
489,6812.794606924057,-12.0
490,6827.67574095726,-20.2
491,6919.620789527893,-12.8
492,7011.917278289795,-12.2
493,7026.889329910278,-19.0
494,7116.938460111618,-11.0
495,7208.346851348877,-12.6
496,7225.778950929642,-21.0
497,7279.389471530914,-15.6
498,7299.1737542152405,-20.8
499,7319.177664756775,-20.8
500,7415.862394571304,-11.4
501,7470.286419630051,-13.4
502,7491.507694482803,-12.6
503,7510.115001440048,-5.8
504,7534.628338575363,-16.6
505,7556.854870557785,-4.8
506,7577.198465585709,8.0
507,7596.064699172974,-2.8
508,7612.0914895534515,-8.2
509,7626.651650667191,11.2
510,7646.217669963837,-18.0
511,7670.6996393203735,-9.0
512,7685.828551054001,-19.6
513,7704.158317804337,-13.6
514,7722.282967090607,-17.2
515,7743.27804517746,-19.0
516,7757.386881828308,-20.2
517,7777.6859395504,-12.2
518,7799.373173713684,-20.6
519,7820.682123661041,-17.2
520,7838.1630573272705,-15.4
521,7856.402971506119,-13.8
522,7876.781032323837,-17.4
523,7897.134971141815,-14.6
524,7915.974344968796,-19.8
525,7934.269443273544,-13.0
526,7954.809332847595,-7.8
527,7971.462420701981,-8.8
528,7987.166059494019,-12.0
529,8003.243306398392,-12.8
530,8021.553366661072,-0.2
531,8039.998270750046,-13.0
532,8059.633836507797,-9.0
533,8085.590949773788,-20.2
534,8178.38156080246,-11.4
535,8197.552757263184,-21.0
536,8216.880875825882,-21.0
537,8240.206372261047,-21.0
538,8259.987150907516,-21.0
539,8278.915531635284,-21.0
540,8298.361770391464,-21.0
541,8319.401426315308,-21.0
542,8341.305175304413,-20.6
543,8365.374799966812,-21.0
544,8385.005235671997,-19.8
545,8412.12532877922,-21.0
546,8435.151668548584,-21.0
547,8453.192830562592,-21.0
548,8512.060028076172,-13.6
549,8569.583074092865,0.8
550,8703.640402793884,-1.4
551,8798.052834033966,-12.6
552,8816.338095664978,-20.6
553,8837.14371085167,-20.4
554,8857.089415073395,-20.8
555,8879.238878965378,-18.6
556,8897.002645254135,-20.8
557,8917.26833486557,-20.8
558,8935.468290805817,-21.0
559,8953.118936300278,-20.8
560,8971.922304868698,-20.8
561,9105.681421041489,-9.0
562,9160.358228206635,-14.6
563,9250.460632562637,-12.2
564,9267.967272043228,-20.6
565,9358.249998807907,-12.6
566,9408.926153421402,-16.2
567,9500.73317527771,-12.6
568,9629.275739908218,-6.2
569,9757.407161712646,-8.4
570,9775.034790277481,-17.8
571,9863.09333729744,-13.0
572,9880.159608602524,-14.4
573,9899.598778963089,-8.4
574,9994.411638736725,-13.0
575,10049.421146392822,-15.8
576,10067.475935220718,-21.0
577,10124.88844704628,-14.6
578,10182.140782117844,-16.8
579,10199.642535209656,-21.0
580,10220.735279083252,-21.0
581,10237.709214448929,-21.0
582,10258.814172029495,-21.0
583,10278.628779649734,-21.0
584,10296.359853744507,-21.0
585,10313.806267499924,-21.0
586,10331.496806144714,-21.0
587,10349.237617015839,-21.0
588,10366.9950902462,-21.0
589,10385.046903133392,-21.0
590,10402.819661617279,-21.0
591,10420.479017496109,-21.0
592,10442.951501607895,-0.6
593,10459.95573091507,-21.0
594,10477.780527830124,-21.0
595,10495.420765399933,-21.0
596,10513.874777555466,-21.0
597,10533.345844507217,-21.0
598,10551.768474578857,-21.0
599,10570.427260637283,-21.0
600,10596.34553694725,-14.6
601,10615.376548528671,-12.0
602,10632.378451108932,9.2
603,10647.430329561234,-0.2
604,10662.772458076477,-4.4
605,10677.165678977966,-2.6
606,10734.704807519913,-9.2
607,10796.162458181381,-0.8
608,10820.686668872833,-5.8
609,10844.202447414398,-13.0
610,10862.049917459488,-21.0
611,10878.449011802673,-21.0
612,10896.482516288757,-21.0
613,10914.062990427017,-21.0
614,10934.429181337357,-21.0
615,10952.099054574966,-21.0
616,10969.727864027023,-21.0
617,10992.337250947952,-21.0
618,11011.613022327423,-21.0
619,11029.605612039566,-21.0
620,11050.655995607376,-21.0
621,11069.579793930054,-21.0
622,11091.046790838242,-21.0
623,11108.68093752861,-21.0
624,11126.110489606857,-21.0
625,11149.037784576416,-15.0
626,11169.470982789993,-19.4
627,11188.324479341507,-15.6
628,11250.078248977661,-4.4
629,11269.711809635162,-0.8
630,11361.486296653748,-9.0
631,11382.328124284744,10.6
632,11405.539421319962,6.4
633,11537.29311466217,-0.2
634,11559.598901510239,2.8
635,11574.038200616837,-17.6
636,11591.638346195221,-17.6
637,11608.950221538544,-9.0
638,11628.615943908691,-8.2
639,11644.972991228104,-5.2
640,11660.847264766693,-11.0
641,11681.51969575882,1.2
642,11697.708177566528,1.4
643,11711.414276599884,-0.6
644,11724.41647028923,-14.6
645,11738.599807739258,-15.0
646,11754.317438840866,-6.8
647,11770.924710988998,-11.0
648,11788.878939390182,-11.8
649,11809.589811086655,-7.8
650,11830.099670171738,-7.8
651,11851.090316057205,-8.2
652,11871.466307640076,-7.8
653,11892.923629522324,-5.6
654,11912.9995303154,-9.6
655,11928.826069831848,1.2
656,11954.049637079239,-8.6
657,11978.962527275085,-4.8
658,11997.405448198318,-13.0
659,12022.209947824478,-5.0
660,12038.473675251007,-5.2
661,12058.939714431763,-5.4
662,12083.619056463242,-5.0
663,12107.097780704498,-2.0
664,12135.252068042755,-2.0
665,12154.438117742538,-13.4
666,12171.2767431736,-18.2
667,12192.215087413788,3.2
668,12218.048098564148,-4.2
669,12245.89347410202,-5.0
670,12271.19138264656,3.6
671,12295.223485708237,-4.8
672,12320.769911527634,2.4
673,12343.422604084015,-1.8
674,12366.810603141785,3.0
675,12386.120663166046,-21.0
676,12407.441209554672,13.0
677,12429.76809310913,-21.0
678,12450.695091962814,-17.0
679,12474.108412742615,0.6
680,12497.828033447266,-5.2
681,12527.111730575562,-9.6
682,12550.794882297516,-13.8
683,12568.816971063614,-20.4
684,12593.586436510086,-17.2
685,12619.774555683136,-4.8
686,12646.370005369186,-12.2
687,12671.095040559769,6.8
688,12696.599746465683,-4.6
689,12720.82609462738,-15.8
690,12743.906160354614,-14.6
691,12763.221847295761,-15.2
692,12786.652461051941,-15.6
693,12807.203315019608,-18.6
694,12836.27536725998,-12.0
695,12863.228848934174,-13.8
696,12886.32793021202,-17.8
697,12907.533780097961,-14.4
698,12930.669796228409,-2.0
699,12954.397497653961,-1.6
700,12982.649283647537,-5.0
701,13004.560465574265,-6.2
702,13020.166254281998,-16.6
703,13044.462038040161,9.8
704,13075.447058439255,-1.6
705,13096.148814201355,10.8
706,13123.170675992966,-9.0
707,13150.733474969864,-8.4
708,13179.4011220932,2.8
709,13206.219967365265,2.4
710,13237.003913640976,-1.8
711,13264.236543893814,-1.2
712,13286.718717813492,-7.0
713,13308.106055259705,-2.0
714,13328.850071191788,-8.8
715,13352.650170087814,-14.8
716,13373.735124588013,-21.0
717,13390.708096265793,-21.0
718,13407.267196655273,-21.0
719,13423.740020990372,3.0
720,13452.530642032623,-4.0
721,13476.352651834488,-8.2
722,13504.572477579117,-4.6
723,13520.638341665268,-16.0
724,13544.44090104103,-17.0
725,13571.536629676819,-12.0
726,13593.664696455002,-16.6
727,13613.456547737122,-17.4
728,13636.853465557098,-13.2
729,13654.051587343216,-21.0
730,13679.305862903595,-13.2
731,13706.999812602997,-8.2
732,13725.583366394043,-19.2
733,13747.687545061111,-8.2
734,13761.018201351166,-16.8
735,13775.994461297989,-17.0
736,13800.174930334091,-17.0
737,13819.468101263046,-21.0
738,13845.693469524384,-8.2
739,13865.767100334167,-17.8
740,13888.529161930084,-14.6
741,13917.91225361824,-5.0
742,13940.485800504684,2.6
743,13965.087082386017,-8.2
744,13988.231305599213,-9.0
745,14016.365848302841,6.2
746,14044.039513111115,3.2
747,14064.446571588516,-6.0
748,14089.286487579346,-1.2
749,14113.517152547836,-8.6
750,14143.71949672699,3.8
751,14161.499270677567,-9.6
752,14183.39940571785,-6.0
753,14210.554203748703,-4.8
754,14234.649630308151,10.4
755,14258.15469121933,7.2
756,14281.765207529068,-8.8
757,14304.803007364273,-8.6
758,14319.730367660522,-11.4
759,14331.444119930267,-18.2
760,14355.512702465057,11.2
761,14379.172161340714,-7.4
762,14396.791073322296,-13.0
763,14407.448698997498,-13.2
764,14429.57306933403,-9.0
765,14450.35118675232,3.0
766,14477.326622724533,-3.6
767,14499.673427820206,-8.6
768,14512.751098394394,-6.2
769,14532.74869275093,-13.0
770,14564.357838869095,-0.6
771,14586.667184352875,1.8
772,14608.961952924728,2.2
773,14632.45756483078,-8.8
774,14658.951518058777,-5.0
775,14688.145520448685,3.6
776,14714.498054265976,-0.8
777,14742.336606264114,-4.6
778,14767.79698896408,-1.2
779,14790.979264736176,2.2
780,14816.878769874573,-1.2
781,14850.52850317955,0.2
782,14867.222303628922,8.6
783,14886.775028467178,14.2
784,14907.485078334808,0.4
785,14925.683601617813,16.2
786,14947.454533338547,-6.2
787,14966.583463907242,5.8
788,14982.21843290329,9.0
789,15000.607147216797,14.0
790,15019.277346372604,16.0
791,15034.279751777649,-0.8
792,15046.766693592072,3.0
793,15063.384459257126,17.6
794,15076.635632514954,-1.8
795,15092.625916957855,6.4
796,15105.899305582047,1.8
797,15125.021841049194,14.6
798,15144.64450931549,13.8
799,15159.398407697678,10.2
800,15169.828703641891,-13.8
801,15191.834010601044,12.0
802,15205.203494787216,3.6
803,15219.091018915176,-5.0
804,15238.090800762177,-11.8
805,15257.147638320923,4.6
806,15273.349279880524,-1.4
807,15290.116137504578,-7.4
808,15306.187243700027,8.6
809,15324.132352352142,17.0
810,15339.984262228012,18.2
811,15354.384801626205,-5.8
812,15372.481518983841,4.0
813,15387.112308502197,-10.0
814,15403.533941030502,9.4
815,15418.896460056305,18.8
816,15434.561116933823,10.0
817,15450.17533826828,1.8
818,15471.511132955551,11.0
819,15485.919750452042,10.6
820,15500.345413446426,2.4
821,15517.419746398926,17.0
822,15532.393229007721,2.4
823,15547.815973520279,18.2
824,15562.848509550095,2.4
825,15578.685480594635,10.6
826,15593.644958496094,3.0
827,15611.513188362122,16.8
828,15629.259628295898,17.2
829,15646.221248626709,17.8
830,15663.073246240616,17.6
831,15677.237623214722,-5.2
832,15690.766292333603,11.2
833,15706.218382835388,10.0
834,15719.755008459091,-5.2
835,15736.684073209763,9.4
836,15750.214437961578,3.6
837,15767.963326931,9.8
838,15782.928130626678,10.6
839,15799.666547060013,16.4
840,15813.954567193985,-5.4
841,15826.902762889862,-20.6
842,15843.42370057106,18.8
843,15859.659863948822,9.4
844,15879.054256916046,13.6
845,15894.014380693436,-7.0
846,15906.832332372665,1.2
847,15924.567415952682,17.6
848,15938.962537288666,19.4
849,15955.603744029999,7.8
850,15971.517139434814,18.0
851,15987.88777256012,8.8
852,16002.097727537155,2.6
853,16015.11795592308,-4.6
854,16031.404972314835,10.0
855,16049.075724124908,16.4
856,16064.660401821136,10.6
857,16079.829858064651,1.8
858,16096.950456619263,16.8
859,16111.15422821045,10.6
860,16126.384589672089,1.8
861,16143.69719696045,9.4
862,16158.128915786743,-5.8
863,16177.373900413513,15.6
864,16195.441148281097,7.4
865,16211.368799209595,10.0
866,16225.471890687943,-13.4
867,16242.60858631134,8.4
868,16259.663477420807,0.8
869,16275.961174488068,11.2
870,16292.55639719963,18.2
871,16308.291918754578,9.4
872,16325.074266195297,17.0
873,16339.507938623428,-12.8
874,16357.3381254673,8.8
875,16374.645985364914,18.6
876,16390.079649448395,10.4
877,16404.444008350372,-5.6
878,16419.372185230255,-5.4
879,16435.381725788116,10.4
880,16449.396493673325,3.0
881,16468.680955410004,8.2
882,16484.17044734955,2.8
883,16498.338329553604,-5.0
884,16514.25876879692,1.2
885,16530.04701113701,9.6
886,16551.637932538986,17.2
887,16569.501460552216,7.8
888,16584.771634101868,-6.4
889,16603.477289676666,8.0
890,16620.097872257233,9.6
891,16640.674236297607,5.6
892,16654.80820631981,-5.4
893,16669.777032375336,2.0
894,16689.72333931923,14.4
895,16706.111528158188,18.0
896,16723.81838107109,17.2
897,16739.30020236969,3.6
898,16755.95554113388,1.8
899,16772.911304473877,9.4
900,16784.045691490173,-12.0
901,16801.23747062683,17.6
902,16817.516812086105,17.6
903,16834.73673939705,18.0
904,16854.230686187744,13.8
905,16872.08984184265,16.8
906,16888.810748815536,18.6
907,16904.419678926468,2.2
908,16916.73147892952,-12.8
909,16931.273485422134,11.0
910,16947.623903989792,17.2
911,16965.98445034027,16.6
912,16979.817296266556,20.6
913,16995.03600525856,20.6
914,17010.364868164062,-0.8
915,17026.496175527573,1.8
916,17039.972774267197,3.8
917,17055.263897418976,2.0
918,17070.01824903488,19.4
919,17084.694708824158,2.2
920,17099.67086982727,1.6
921,17114.09174346924,12.0
922,17128.57429742813,20.2
923,17142.782709121704,1.6
924,17158.30081677437,0.2
925,17174.347458839417,20.2
926,17189.528747558594,11.4
927,17204.739775896072,10.2
928,17221.616579055786,16.8
