time,iterations,updates,reward,queue_size,rollout_version
14.321810007095337,17404,0,-21.0,5,0
21.681321382522583,25522,0,-21.0,5,0
28.682072639465332,33928,0,-21.0,5,0
35.51895451545715,42164,0,-21.0,5,0
42.551273822784424,49804,0,-21.0,5,0
50.30474352836609,58182,0,-21.0,5,0
57.902501583099365,66412,0,-21.0,5,0
65.35487937927246,74357,0,-21.0,5,0
72.87573385238647,82303,0,-21.0,5,0
79.99349689483643,89861,1,-21.0,5,0
87.22132134437561,97636,1,-21.0,5,0
94.63925623893738,105749,1,-21.0,5,0
101.81905889511108,113425,1,-21.0,5,0
109.12304377555847,121086,1,-21.0,5,1
117.06979727745056,129767,1,-21.0,5,1
124.3714804649353,138700,1,-21.0,5,1
131.67452096939087,147610,1,-21.0,5,1
139.05386114120483,156326,1,-21.0,5,1
146.50058507919312,164397,1,-21.0,5,1
153.97012305259705,172554,2,-21.0,5,1
161.5305416584015,180705,2,-21.0,5,1
169.20203566551208,189285,2,-21.0,5,1
176.75162482261658,197629,2,-21.0,5,2
183.79372334480286,205002,2,-21.0,5,2
190.846941947937,212449,2,-21.0,5,2
198.5512318611145,220736,2,-21.0,5,2
205.73092913627625,228336,2,-21.0,5,2
212.91192650794983,236190,2,-21.0,5,2
219.8653883934021,244383,2,-21.0,5,2
227.25241780281067,253253,3,-21.0,4,2
234.3386194705963,261188,3,-21.0,5,2
241.99152994155884,269265,3,-21.0,5,2
249.64439940452576,277388,3,-21.0,5,2
256.83259630203247,285271,3,-21.0,5,3
264.3210515975952,293193,3,-21.0,4,3
271.48807740211487,300673,3,-21.0,5,3
278.63702392578125,307999,3,-21.0,5,3
285.7685697078705,315300,3,-21.0,5,3
293.0178897380829,322929,3,-21.0,5,3
300.2365837097168,330698,4,-21.0,5,3
307.4419515132904,338872,4,-21.0,4,3
314.3670063018799,347093,4,-21.0,5,3
321.4471366405487,355253,4,-21.0,5,4
329.07879996299744,363650,4,-21.0,5,4
336.78450107574463,371934,4,-21.0,5,4
344.84890389442444,380444,4,-19.8,5,4
351.9472885131836,387986,4,-21.0,5,4
359.17990040779114,395590,4,-21.0,5,4
366.462030172348,403505,4,-21.0,5,4
373.68640065193176,411384,5,-21.0,5,4
380.8970079421997,419309,5,-21.0,5,4
