time,iterations,updates,reward,queue_size,rollout_version
12.695496559143066,17716,1,-21.0,7,0
19.53084683418274,26511,2,-21.0,10,0
26.33886408805847,35057,3,-21.0,10,0
33.075724840164185,43391,4,-21.0,10,0
39.819013357162476,51541,5,-21.0,10,0
46.75615954399109,59692,6,-21.0,10,0
53.44069766998291,67490,7,-21.0,10,1
60.1984703540802,75854,8,-21.0,10,2
66.90302920341492,84138,9,-21.0,10,3
73.60278868675232,92401,10,-21.0,10,5
80.27709865570068,100351,11,-21.0,10,6
87.1018898487091,108246,12,-21.0,10,5
93.73474550247192,116478,13,-21.0,10,6
100.73659133911133,125040,14,-21.0,10,10
107.98257327079773,133576,15,-21.0,10,10
114.72285890579224,141649,16,-21.0,10,8
121.64670658111572,149704,17,-21.0,10,9
128.50960659980774,157829,18,-21.0,10,10
135.44840574264526,166008,19,-21.0,10,16
142.33675527572632,174001,20,-21.0,10,16
149.65656447410583,182302,21,-21.0,10,17
156.89002394676208,190363,22,-21.0,10,13
163.71515083312988,198195,23,-21.0,10,14
170.45357990264893,206042,24,-21.0,10,15
177.30194234848022,213840,25,-21.0,10,16
184.46569418907166,222038,26,-21.0,10,17
192.3654761314392,231099,27,-21.0,10,18
199.35377550125122,239275,28,-21.0,10,19
206.54640531539917,247666,29,-21.0,10,20
213.57773423194885,255694,30,-21.0,10,21
220.30226516723633,263492,31,-21.0,10,22
227.12559723854065,271360,32,-21.0,10,28
234.24601101875305,279651,33,-21.0,10,29
241.31534004211426,287796,34,-21.0,10,30
248.47520637512207,295854,35,-21.0,10,31
255.62576127052307,303960,36,-21.0,9,32
263.16320037841797,312391,37,-21.0,10,33
270.74041628837585,320929,38,-21.0,10,34
278.0816242694855,329070,39,-21.0,10,35
285.80351972579956,337893,40,-21.0,10,36
293.41368865966797,346570,41,-21.0,10,37
301.0342206954956,355277,42,-21.0,10,38
308.50245118141174,363730,43,-21.0,10,39
316.14893078804016,372182,44,-21.0,10,40
323.75908970832825,380726,45,-21.0,10,41
331.27604627609253,388938,46,-21.0,10,42
338.96853828430176,397470,47,-21.0,10,43
346.64538049697876,406161,48,-21.0,10,44
354.1906099319458,414653,49,-21.0,10,45
361.2091610431671,422477,50,-21.0,9,46
368.2700171470642,430466,51,-21.0,10,47
375.2685372829437,438383,52,-21.0,10,48
382.45518350601196,446573,53,-21.0,10,46
389.50018215179443,454418,54,-21.0,10,49
396.503648519516,462361,55,-21.0,10,50
403.47963523864746,470367,56,-21.0,10,51
410.8049867153168,478794,57,-21.0,10,52
417.8108947277069,486585,58,-21.0,10,53
425.30863785743713,495240,59,-21.0,10,54
432.70521068573,503521,60,-21.0,10,54
439.742463350296,511370,61,-21.0,10,56
446.9827423095703,519550,62,-21.0,10,57
453.9790852069855,527537,63,-21.0,9,58
460.9452450275421,535561,64,-21.0,10,60
468.1591889858246,543608,65,-21.0,9,59
475.8220465183258,552175,66,-21.0,10,61
483.0262107849121,560223,67,-21.0,10,62
490.6046631336212,568895,68,-21.0,10,63
498.0439043045044,577335,69,-21.0,10,64
505.0604965686798,585051,70,-21.0,10,65
512.4493637084961,593450,71,-21.0,10,66
520.1646447181702,602184,72,-21.0,10,67
527.5503942966461,610595,73,-21.0,10,68
535.0756740570068,619097,74,-21.0,10,69
542.4734637737274,627256,75,-21.0,10,70
549.4617893695831,635099,76,-21.0,10,71
557.0001573562622,643427,77,-21.0,10,72
564.5025141239166,651870,78,-21.0,10,73
571.7462215423584,659980,79,-21.0,10,74
578.9631237983704,668127,80,-21.0,10,75
586.3272228240967,676423,81,-21.0,10,76
593.8404717445374,685102,82,-21.0,10,77
601.2461414337158,693670,83,-21.0,10,78
608.4634823799133,701903,84,-21.0,10,79
615.8482520580292,710665,85,-21.0,10,80
623.1832230091095,719450,86,-21.0,10,81
630.0625185966492,727457,87,-21.0,10,82
636.9369859695435,735469,88,-21.0,10,82
643.7577886581421,743356,89,-21.0,10,82
650.6432461738586,751401,90,-21.0,10,84
657.5257065296173,759327,91,-21.0,10,87
664.2639210224152,767354,92,-21.0,10,86
670.98974776268,775258,93,-21.0,10,87
677.9393563270569,783397,94,-21.0,10,87
685.3836543560028,791877,95,-21.0,10,90
692.408834695816,800042,96,-21.0,10,91
699.3741936683655,808135,97,-21.0,10,92
706.671546459198,816422,98,-21.0,10,90
713.9900414943695,824757,99,-21.0,10,91
720.9416315555573,832718,100,-21.0,10,92
728.6492991447449,841613,101,-21.0,10,93
735.9519078731537,850009,102,-21.0,10,94
743.3862857818604,858564,103,-21.0,10,95
750.9638962745667,867414,104,-21.0,10,96
757.8940494060516,875277,105,-21.0,10,97
765.2372632026672,883558,106,-21.0,10,98
772.3556485176086,891809,107,-21.0,10,99
779.325600862503,899796,108,-21.0,10,100
786.6197457313538,908103,109,-21.0,10,101
793.7337591648102,916344,110,-21.0,10,102
800.7301826477051,924260,111,-21.0,10,103
807.7790703773499,932388,112,-21.0,10,104
814.6993753910065,940331,113,-21.0,10,105
822.157924413681,949000,114,-20.6,10,110
829.6179175376892,957638,115,-21.0,10,111
836.9126946926117,965926,116,-21.0,10,112
843.897222995758,974127,117,-21.0,10,109
850.9163393974304,982254,118,-21.0,10,114
857.9244561195374,990142,119,-21.0,10,115
864.9628801345825,998225,120,-21.0,10,116
871.8949961662292,1006208,121,-21.0,10,117
879.1827578544617,1014650,122,-21.0,10,118
885.9857108592987,1022322,123,-21.0,10,119
893.858208656311,1031530,124,-20.6,10,120
900.8814070224762,1039370,125,-21.0,10,116
907.9955830574036,1047764,126,-21.0,10,117
916.9504406452179,1058032,127,-18.8,10,123
924.6262080669403,1066957,128,-20.4,10,125
932.0510506629944,1075601,129,-21.0,10,126
940.4435770511627,1085214,130,-21.0,10,127
950.4291212558746,1096530,131,-18.0,10,127
961.1842722892761,1108886,132,-20.0,10,125
968.7492747306824,1117684,133,-20.4,10,130
983.8085017204285,1135251,134,-20.6,10,131
990.9028558731079,1143521,135,-20.6,10,132
1000.3722100257874,1154604,136,-20.0,10,133
1009.7402718067169,1165251,137,-18.2,10,133
1018.8627552986145,1175871,138,-20.0,10,132
1029.842545747757,1188257,139,-19.8,10,135
1037.9215548038483,1197763,140,-20.8,10,136
1046.8647565841675,1208060,141,-20.8,10,137
1054.4448215961456,1216778,142,-20.2,10,138
1061.6136605739594,1225048,143,-20.8,10,139
1071.4483528137207,1236387,144,-20.0,10,140
1079.2387323379517,1245529,145,-20.6,10,140
1086.933853149414,1254289,146,-20.4,10,141
1102.5564937591553,1271985,147,-21.0,10,142
1120.6114654541016,1292684,148,-20.2,10,145
1128.6813979148865,1301951,149,-20.4,10,146
1137.7616226673126,1312255,150,-20.4,10,147
1149.4345993995667,1325733,151,-19.2,10,147
1158.28822183609,1335711,152,-20.2,10,147
1173.423382282257,1352854,153,-20.0,10,150
1185.659469127655,1366893,154,-18.8,10,151
1200.6200234889984,1384007,155,-20.0,10,151
1214.7714486122131,1400140,156,-16.4,10,153
1227.0779790878296,1414236,157,-19.0,10,154
1235.5590703487396,1423986,158,-20.2,10,155
1244.7122962474823,1434262,159,-19.0,10,155
1252.822559595108,1443721,160,-19.4,10,156
1268.0646119117737,1461646,161,-18.4,10,157
1276.7117538452148,1471529,162,-19.4,10,159
1285.768573999405,1481646,163,-20.8,10,160
1294.4139685630798,1491341,164,-20.6,10,160
1312.0049090385437,1511620,165,-18.2,10,161
1324.583143234253,1525939,166,-18.4,10,163
1340.407113313675,1543508,167,-20.2,10,164
1355.2305014133453,1560177,168,-19.0,10,165
1372.0059657096863,1579472,169,-19.6,10,167
